068760	2018-01-15 00:00:00
068760	2020-06-01 00:00:00
068760	2020-06-03 00:00:00
068760	2020-11-25 00:00:00
068760	2020-11-26 00:00:00
068760	2020-12-03 00:00:00
068760	2020-12-28 00:00:00
091990	2018-01-12 00:00:00
091990	2018-01-15 00:00:00
091990	2020-03-31 00:00:00
091990	2020-04-01 00:00:00
091990	2020-04-02 00:00:00
091990	2020-06-01 00:00:00
091990	2020-06-11 00:00:00
091990	2020-11-25 00:00:00
091990	2020-11-30 00:00:00
091990	2020-12-04 00:00:00
091990	2020-12-07 00:00:00
091990	2020-12-08 00:00:00
091990	2020-12-09 00:00:00
091990	2020-12-10 00:00:00
091990	2020-12-15 00:00:00
091990	2020-12-21 00:00:00
091990	2020-12-28 00:00:00
091990	2020-12-29 00:00:00
